id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso25022,justificacion
3266,1/13/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Ambato,Satisfaccion,"El sistema puede seguir siendo usable, pero degrada la percepcion de comodidad/confianza del usuario (calidad de experiencia), sin impedir totalmente la tarea ni exponer un riesgo concreto."
3403,1/13/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3806,1/13/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3861,1/13/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Ambato,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3894,1/13/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1702,1/14/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1729,1/14/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1739,1/14/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2410,1/14/2025,Telemedicina,Videollamada se corta a los 4 minutos,Paciente,Quito,Efectividad,"La teleconsulta (tarea) no se completa: el objetivo del usuario queda inconcluso, por lo tanto es Efectividad."
2733,1/14/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Ambato,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2745,1/14/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2766,1/14/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Manta,Cobertura de Contexto,"El fallo solo se manifiesta en un contexto de uso especifico (tipo de dispositivo/canal), lo que evidencia que el sistema no mantiene su calidad fuera del contexto principal de diseno."
2812,1/14/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2873,1/14/2025,Facturacion,Retraso de 10s al procesar el pago con tarjeta de credito,Paciente,Ambato,Eficiencia,"El pago se procesa (objetivo logrado); el problema es el tiempo invertido, metrica de Eficiencia."
2941,1/14/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3795,1/14/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Manta,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1358,1/15/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1528,1/15/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Enfermeria,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1768,1/15/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2167,1/15/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3143,1/15/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3148,1/15/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1418,1/16/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1672,1/16/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2488,1/16/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2549,1/16/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3005,1/16/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Enfermeria,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3652,1/16/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Manta,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3715,1/16/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3959,1/16/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3983,1/16/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1080,1/17/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1369,1/17/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1744,1/17/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2029,1/17/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1275,1/18/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1551,1/18/2025,Facturacion,Retraso de 21s al procesar el pago con tarjeta de credito,Admision,Quito,Eficiencia,"El pago se procesa (objetivo logrado); el problema es el tiempo invertido, metrica de Eficiencia."
2374,1/18/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2525,1/18/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Manta,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3483,1/18/2025,HCE,Nota de evolucion tarda 24s en guardarse,Enfermeria,Quito,Eficiencia,"Mide el tiempo que toma completar una tarea ya lograda (guardar la nota); es una razon tiempo/tarea, propia de Eficiencia."
3506,1/18/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3650,1/18/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1073,1/19/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Manta,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1457,1/19/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
